Sampled Text,Function ID
"Fleury-devant-Douaumont Frantziako udalerria da, Meuse departamenduan dagoena, Ekialde Handia eskualdean. 2013an 0 biztanle zituen. 2007an Fleury-devant-Douaumont udalerrian erroldatutako biztanleak 0 ziren. Biztanleriak, denboran, ondorengo grafikoan ageri den bilakaera izan du: Ikus jatorrizko Wikidatako eskaera eta iturriak.  Diagrama honek gertuen dauden herriak erakusten ditu.",Normal
"Gaur egungoak Lehengoak Gaur egungoak Lehengoak Talde Armatuak Gudarosteak ETA politiko-militarra edo ETA (pm) ETAren barruan 1970eko hamarkadan gertatutako banaketaren ondorioz sortutako taldea izan zen, estrategia militarraren aurrean arlo politikoa indartzearen aldekoa izan zena, eta langileen aldeko korrontea ordezkatzen zuena militaristen aurrean. Prozesua nolabait agerian gelditu zen 1973an Hazparnen egindako biltzar ttipiaren ondoren, eta pizgarrien artean Carrero Blancoren aurka atentatua egiteari buruzko eztabaida izan zen. Atentatuaren ondoren bigarren biltzar ttipia egin zuten ekainean, eta ""militarrak"" alde batetik eta bestetik ""politiko-militarrak"" edo ""polimiliak"" kokatu ziren. 1974ko urrian banaketa ofiziala egin zuten, eta ""Argala"" militarren buru eta ""Pertur"" polimilien buru gelditu ziren. 1982ko otsailean Miarritzen eginiko bilera batean borroka armatuarekin jarraitzearen inguruko eztabaidan zatitu egin zen ETA (pm) erakunde armatua. Gehienek (%73) jarraitzearen alde egin bazuten ere, zazpigarrenekoak izena hartuko zuen sektoreak borroka armatua bertan behera utzi zuen. ETA politiko-militarraren inguruko alderdi politikoak hasiera batean Euskal Iraultzarako Alderdia eta ondoren Euskadiko Ezkerra izan ziren. ETA (p-m) desagertu eta horietako kide asko Euskadiko Ezkerrera joan ziren. 1982an desagertu zenean, ETA militarra edo ETA (m) geratu zen erakunde armatu bakar moduan eta ondorioz, urteak aurrera joan ahala, ETAren izena soilik erabiltzen hasi zen ""militarrak"" izendatzeko.",Normal
"Danbury Iowako hiri bat da. Woodbury konderrian kokatua dago. 2010ean 348 biztanle zituen, 1,05 kilometro koadrotan banatuta.",Normal
Laimosemion nicoi Laimosemion generoko animalia da. Arrainen barruko Rivulidae familian sailkatzen da.,Normal
"Rhacophorus exechopygus Rhacophorus generoko animalia da. Anfibioen barruko Rhacophoridae familian sailkatuta dago, Anura ordenan.",Normal
Mediodactylus kotschyi Mediodactylus generoko animalia da. Narrastien barruko Gekkonidae familian sailkatuta dago.,Normal
"Bockenau Alemaniako udalerria da. Renania-Palatinatua estatuan kokatuta dago, Bad Kreuznach barrutian. 2014an 1.249 biztanle zituen 9,66 kilometro koadrotan banatuta. Ikus jatorrizko Wikidatako eskaera eta iturriak.",Normal
"Anna Isabella Leonarda, Novarako Musa Nagusia ezizenaz ere ezaguna (Novara, 1620ko irailaren 6a - Ibidem, 1704ko otsailaren 25a) garai barrokoko erlijioso eta musikagile italiarra izan zen. Bere Opus 16, 1693an Bolonian argitaratua, emakume batek argitaratutako historiako lehen konposizio instrumentala da. Hamasei urte zituela Collegio di Sant'Orsolan (Santa Ursula Ikastetxea) sartu zen, Novarako Ursulina mojen komentu batean, eta han egon zen bizitza osoan. Bere garaiko musikagile ezagunenetako bat izan zen, argitaratutako sonata-musikagile ezagunena. Isabella Leonarda konpositore trebea eta aldakorra izan zen, eta 200 konposiziotan, ia genero sakratu guztien adibideak daude, batez ere motete, meza eta salmoenak. Bere garaiko emakumerik emankorrena da, lan eta argitalpen asko ditu eta. Honela gogoratzen da: «Novarako Musa Nagusial». Anna Isabella Leonarda, batzuetan Isabella Leonardi edo Isabella Calegari izenez ezaguna, Novaran jaio zen 1620ko irailaren 6an eta egun berean Novarako katedralean bataiatu zuten. Piamonteko familia noble eta tradizio luzekoa izan zen, eta familia horretako kideak hiritar eta eliz funtzionario garrantzitsuak eta zaldunak izan ziren. Apolonia Sala eta Giannantonio Leonardi kondearen alaba zen, eta sei neba-arreba ziren. Garai eta maila sozialeko beste gazte batzuk bezala, hamasei urterekin mojagai sartu zen Novarako Santa Úrsula Ikastetxe entzutetsuan, non Leonardiarrak ongileak ziren eta bi ahizpa erlijioso sartu ziren. 1639an moja egin zen, 1686an ama superiora egin zen, 1693an ama bikario, eta 1700etik aurrera, berriz, kontseilari (ez dakigu zein den titulu horren esanahi zehatza, beharbada ohorezkoa, zahartzaroan emandakoa, urteetan emandako zerbitzu leialagatik). Novaran hil zen 1704ko otsailaren 25ean, laurogeita hiru urte zituela. Oso gaztetatik erakartzen zuen musikak. Kapera irakaslea ere izan zen denboraldi labur batez. Ursulina-mojek, irakaskuntza-ordena batek, goi-mailako gazte aberatsek ikasten zuten elizaren ondoko eskola zuten. Erakunde ospetsu horretako elizako egun santuak festekin eta musika landuarekin ospatzen ziren, gehienetan organoarekin batera. Elisabetta Casatak, komentuko organo-joleak eta musika-irakasleak, emango zion, seguruenik, oinarrizko musika-heziketa. Ez dakigu Leonardak musika ikasi zuen monasteriotik igaro aurretik, baina jatorri sozioekonomikoa zuenez, litekeena da gai horretan nolabaiteko hezkuntza izatea. Baliteke Gasparo Casati konpositorearentzat (1610-1641) ikasi izana, Novarako katedralean kapilako maisu titulua baitzuen 1635etik hil zen arte. Casatik, 1640ko argitalpenean, Terzo libro di sacri concenti, Leonardaren lehen konposizio ezagunetako bi sartu zituen, eta horrek nolabaiteko laguntza ematen dio aurreko teoriari, garai hartan irakasleak ohitu baitziren ikasleen lanak sartzen, haiek ezagutzera emateko. Hauexek dira gaur egun Isabella Leonardaren ezagutzen diren lehen konposizioak. Isabella Leonardaren lanek elizako ia musika-genero guztiak hartzen dituzte: ahots batetik lau ahots bitarteko motete eta kontzertuak, salterio-konposizioak, erantzungailuak, magnificat, letaniak, bezperak (latinez batez ere, baina tarteka italieraz), mezak eta sonatak. Gainera, kantari bakarlarientzako eta baxu orokorrentzako musika idatzi zuen, baita abesbatza eta soketarako ere. Bakarkako abesti sakratu batzuk ere idatzi zituen, testu bernakuluekin. Sonate da Chiesa edo Opus 16, konpositore batek argitaratutako lehen sonata instrumentala izateagatik historikoa izan zen. Aipatutako eliza-sonatak Opus 16 delakoan daude, konpositore batek argitaratu duen lehena izan daiteke. Isabella Leonardaren lanik ugariena ´motete´ bakarlaria izan zen. ´Motete´ delakoa, Frantsesetik datorren ""motet"" izenetik dator eta XIII. mendean sortutako konposizio polifonikoa da, elizetan abesteko sortua, eta haren gaiak biblikoak izan ohi dira. Latinez egindako 4 ahotsetarako eta ""a capella"" (musika-tresnarik gabe) erlijio-gurtzarako abestiak ziren. Baina Isabellaren lorpen gehienak sonatak dira, 1, 2, 3 eta 4 instrumentutarako sonatak argitaratu zituen lehen emakumetzat hartzen da eta. Bere lanetan ahots bakarlarirako motetea da nagusi, organoa lagun, eta batzuetan, beste instrumentu batzuekin. Sonata instrumentalengatik egin zen ezagun. Ahots-pieza gehienak ahots baterako, birako, hirurako etaedo laurako idatzi ziren. Isabellak magnificats-ak, Ama Birjinari eskainitako antifonak ere konposatu zituen Zaila da Leonardaren obran konpositore jakin baten eragina aurkitzea. 1etik 11ra bitarteko sonatak bi biolin, bioloi eta organorako dira. 1., 3., 4., 7. eta 8. sonatak “sonata itunduak” dira, hau da, hiru instrumentuetako bakoitzak gutxienez pasarte bat du bakarka. Etiketa horrek iradokiko luke etorkizuneko ikuspegia duten obrak direla, kontzertu hasiberri gisa, baina, berez, guztiz kontrakoa da, izan ere, obra horiek XVII. mendearen hasierako ezaugarri gehiago dituzte, 1693an, ikuspegi hori oso zaharkitua zegoen. 12. sonata da Leonardaren sonata bakarlari bakarra, eta konposizio onenetako bat da. Leonardaren sonatak ez dira ohikoak egitura formalean. Oro har, Corellik ezarritako lau mugimenduren forma “estandarra” (motel-arin-motel-arin) ikusten da, Chiesa sonataren konposizio batzuk eredu horretara egokitzen ez diren arren. Aurreko konpositoreek sekzio- edo mugimendu-kopurua zela eta, ez zuten hain trinkoak izateko joera, nahiz eta hiru, kopuru nahiko arrunta izan eta bost sekzioetatik gorako sonatak, arraroak izan. Leonardaren sonatak, ordea, lau baino ez dira aldatzen (6. eta 9. sonatak), eta hamahiru arte (4. sonata), eta lau sekziotan egindako sonatak ez datoz bat motel-arin-motel-arin ereduarekin. Oso errespetatua izan zen bere jaioterrian, baina bere musika ez zen hain ezaguna Italiako beste leku batzuetan. Leonardaren lana Frantzian deskubritu zen, Sébastien de Brossard musikagile frantziarrak bere pieza batzuk ikusi zituenean, eta mirespenez idatzi zuen bere Catalue des livres de musique theorique et pratique (Paris, 1724) lanean: ""Isabella Leonarda eder eta paregabe honen lan guztiak hain dira ederrak, xelebreak, hain distiratsuak, eta aldi berean hain ulertuak eta hain jakintsuak... denak ez izateak min egiten didala"". Leonardaren ia lan guztiek bi eskaintza dituzte, bata Ama Birjinarentzat eta bestea garai hartako pertsonaia garrantzitsuenetako batentzat. Azken horien artean Milango artzapezpikua, Novarako apezpikua eta Leopoldo I enperadorea daude. Komenturako diru-laguntza bilatu beharrak, ziurrenik, eskaintza horietako asko eragin zituen. Opus 10 programarako eskaintzan adierazi zuen, halaber, atsedenaldiari esleitutako denboran baino ez zuela musika konposatzen, komentuaren barruko administrazio-betebeharrak ez baztertzeko. Horrek kontraesana sortzen du: Leonardak garai hartako beste moja batzuk baino denbora gehiago eman ahal izan zuen konposatzen, komentuaren barruko aginte-postuak zirela eta. Gaur egun ere bere musika kontzertuetan, edo erlijio zerbitzuetan entzun daiteke. 'Novarako museoa (1701), Lazaro Agostino Cottaren hitzak:Novarak lanbide guztietan gizon ospetsuak izan ditu... eta ez zaio falta izan fama egiten dioten emakume birtuosorik. Horien artean, Isabella Leonarda izena goraipa daiteke, eta, musikaren artean duen estimazio bereziagatik, Novarako Musa Nagusia dei dakioke.' 122 motete, 18 kontzertu sakratu, 17 meza, 12 sonata eta 11 salmo idatzi zituen. Haren lanak 60 urtean argitaratu ziren, 1640tik 1700era. Bere Opus 16, 1693an Bolonian argitaratua, da orkestra-musika duen bakarra, zortzi hirunakako sonata eta bakarkako sonata bat. Aldi berean, emakume batek argitaratutako historiako lehen konposizio instrumentala da. Seguruenez, Isabella Leonarda ez zen horren jakitun. Agian musika ez-testuala interesatzen zitzaion, ahots-lan askoren kontrapisu gisa, edo agian hiruko sonataren genero berria probatu nahi zuen. Bere lanek XVI. eta XVII. mendeen artean Italian aktibo zeuden konpositoreen artean, inprimatutako lan ugariez gain, irudi adierazgarrienetako bat bihurtu zuten. Isabellaren abizena, Bolonian inprimatutako argitalpenetan, ""Leonarda"" moduan agertzen da beti; Milan inguruko inprimaketetan, non Leonardi familia oso ezaguna baitzen, ""Leonarda"" forma portadan zein eskaintzan eta ""Leonardi"" moduan erabiltzen da orri autografiatuetan.",Normal
"API (inglelesez application programming interface - aplikazioak programatzeko interfazea) software funtzioak edo metodoak (objektuei orientatutako programazioari baderitzogu) multzoa da, beste software mailei liburutegi bezala erabiltzeko. Euren helburua zera da: plataforma estandar bat eskaintzea 3Dko manipulazio-softwarea eta hardwareen arteko komunikaziorako. Horrela, software bat plataforma askotan erabili daiteke. Ezagunenak Silicon Graphics OpenGL, Apell QuickDraw 3D eta Microsoft Direct3D dira. 3Dko soinuan txartelak sortutako uhinei espazio-dimentsioa gehitzen zaio. Efektu hauek jatorrizko seinalearen bertsio desfasatuak nahasiz lortzen dira, ezkerreko eta eskumako irteeratik, eta horrela sakontasuna eta norabideen sentsazioak lortzen dira. Hau da inguratzaile soinua izenaz ezagutzen dena, soinu iturriak espazioan kokatzeko eta entzulearen inguruan zehar mugitzeko kapaz dena. 3Dko API ugari daude, eta estandar moduan Microsoften DirectSound 3D aukeratu da. Azpimarratu daiteken beste teknologia Enviromental Audio edo EAX da, erreberberazio efektuak sartzen dituena, oihartzunak eta abar jokoak errealagoak egiteko.",Normal
"Mikeluneko aireportua (frantsesez Aéroport de Miquelon) Saint-Pierre eta Mikeluneko frantziar kolektibitateko Mikelune-Langlade udalerria zerbitzatzen duen aireportua da, Kanadako Ternuako kostaldetik gertu dagoena. Aireportuak terminal bat, kontrol dorrea eta suhiltzaileen larrialdi postu bat du. Ez dago hegaldi zuzenik Frantzia kontinentaletik. Pariserako hegaldiak Montrealgo nazioarteko aireportuaren bitartez lotzen dira. Gainera, aireportuko pistan hegazkin txikiek eta jet-ek bakarrik har dezakete lur.",Normal
"Lagardelle (frantsesezeta ofizialki: Lagardelle) Okzitaniako udalerri bat da. Administratiboki Frantziako Lot departamenduan dago, Okzitania eskualdean. 2013an 127 biztanle zituen. 2007an Lagardelle udalerrian erroldatutako biztanleak 127 ziren. Familiak 59 ziren, horien artean 20 pertsona bakarrekoak ziren (4 bakarrik bizi ziren gizonak eta 16 bakarrik bizi ziren emakumeak), 27 seme-alabarik gabeko familiak ziren eta 12 seme-alabak dituzten bikoteak ziren. Biztanleriak, denboran, ondorengo grafikoan ageri den bilakaera izan du: Ikus jatorrizko Wikidatako eskaera eta iturriak. 2007an 85 etxebizitza zeuden, 61 familiaren etxebizitza nagusia ziren, 16 bigarren erresidentzia ziren eta 8 hutsik zeuden. 79 etxeak ziren eta 5 apartamentuak ziren. 61 etxebizitza nagusietatik 47 bere jabearen bizilekua ziren, 12 alokairuan okupaturik zeuden eta 2 doan lagata zeuden; 2 etxek bi gela zituzten, 6 etxek hiru zituzten, 24 etxek lau zituzten eta 28 etxek bost zituzten. 41 etxek euren parking plaza propioa zuten azpian. 28 etxetan ibilgailu bat zegoen eta 25 etxetan bat baino gehiago zituzten. 2009an sexu eta adinaren araberako biztanleria-piramidea hau zen: 2007an lan egiteko adina zuten pertsonak 73 ziren, horien artean 49 aktiboak ziren eta 24 inaktiboak ziren. 49 pertsona aktiboetatik 47 lanean zeuden (27 gizon eta 20 emakume) eta 3 langabezian zeuden (1 gizon eta 2 emakume). 24 pertsona inaktiboetatik 12 erretiraturik zeuden, 5 ikasten zeuden eta 7 ""bestelako inaktibo"" gisa sailkaturik zeuden. 2009an Lagardelle udalerrian 59 unitate fiskal zeuden, 124 pertsonek osaturik. Pertsona bakoitzeko diru-sarrera fiskalaren mediana urteko 18.135 euro zen. 2007an zeuden 9 komertzioetatik, 1 bestelako produktu industrialen fabrikazioko enpresa zen, 2 eraikuntza enpresak ziren, 2 ibilgailuen saltze eta konpontze enpresak ziren, 3 zerbitzu enpresak ziren eta 1 «beste zerbitzu jarduera batzuk» multzoan sailkatutako enpresa zen. 2009an norbanakoentzat zegoen zerbitzu bakarra margolaria zen. 2009an zegoen establezimendu komertzial bakarra altzari denda bat zen. Diagrama honek gertuen dauden herriak erakusten ditu.",Normal
"Oasis Ameriketako Estatu Batuetako erroldak esleitutako leku bat da. Elko konderrian kokatuta dago, Nevada estatuan. 29 biztanle ditu, 2,31 kilometro koadroko azaleran banatuta.",Normal
"Bloomington Nebraskako herri bat da. Franklin konderrian kokatua dago. 2010ean 103 biztanle zituen, 2,06 kilometro koadrotan banatuta.",Normal
"Lukechangita-(Ce) karbonato motako minerala da. Lukechangita-(Ce) karbonato mineralaren formula kimikoa hau da: Na 3 Ce 2 ( CO 3 ) 4 F {displaystyle {ce {Na3Ce2(CO3)4F}}} . Sistema hexagonalaren arabera sortzen ditu kristalak. Mohs eskalaren arabera duen gogortasunaren balioa 4,5 da.",Normal
"Aubange, Belgikako hegoaldeko udalerria da, Valoniako Luxenburgo (Valonia) probintzian dagoena. 2011ko erroldaren arabera, 15.858 biztanle ditu. Attert· Aubange· Bastogne· Bertogne· Bertrix· Bouillon· Chiny· Daverdisse· Durbuy· Érezée· Étalle· Fauvillers· Florenville· Gouvy· Habay· Herbeumont· Hotton· Houffalize· La Roche-en-Ardenne· Léglise· Libin· Libramont-Chevigny· Manhay· Marche-en-Famenne· Martelange· Meix-devant-Virton· Messancy· Musson· Nassogne· Neufchâteau· Paliseul· Rendeux· Rouvroy· Saint-Hubert· Saint-Léger· Sainte-Ode· Tellin· Tenneville· Tintigny· Vaux-sur-Sûre· Vielsalm· Virton·",Normal
"Poul Hartling (Kopenhage, 1914ko abuztuaren 14a - ibidem, 2000ko apirilaren 30a) daniar politikaria izan zen. Danimarkako lehen ministroa izan zen 1973tik 1975era. Teologian graduatu zen 1939an, eta apaiz ordenatu zuten. Legebiltzarreko kide izan zen 1957 eta 1960 artean eta 1964 eta 1977 artean. Venstre alderdiko buruzagia izan zen 1965 eta 1977 artean, eta Kanpo Arazoetako ministro izan zen Hilmar Baunsgaarden koalizio-gobernuan. 1975etik 1977ra lehen ministro izan zen, eta 1974ko gizarte-laguntzako legea onartu zuen. Danimarkako politika utzi eta Nazio Batuentzat lan egin zuen. Iheslarientzako Nazio Batuen Goi Mandataritza izan zen 1978tik 1985era, eta 1981eko Bakearen Nobel Saria onartu zuen.",Normal
"Saint-Quentin-sur-Indrois Frantziako udalerria da, Indre eta Loira departamenduan dagoena, Erdialdea-Loira Harana eskualdean. 2013an 425 biztanle zituen. 2007an Saint-Quentin-sur-Indrois udalerrian erroldatutako biztanleak 425 ziren. Familiak 174 ziren, horien artean 44 pertsona bakarrekoak ziren (16 bakarrik bizi ziren gizonak eta 28 bakarrik bizi ziren emakumeak), 65 seme-alabarik gabeko familiak ziren, 57 seme-alabak dituzten bikoteak ziren eta 8 seme-alabak dituzten guraso-bakarreko familiak ziren. Biztanleriak, denboran, ondorengo grafikoan ageri den bilakaera izan du: Ikus jatorrizko Wikidatako eskaera eta iturriak. 2007an 237 etxebizitza zeuden, 178 familiaren etxebizitza nagusia ziren, 33 bigarren erresidentzia ziren eta 26 hutsik zeuden. 234 etxeak ziren eta 3 apartamentuak ziren. 178 etxebizitza nagusietatik 147 bere jabearen bizilekua ziren, 29 alokairuan okupaturik zeuden eta 2 doan lagata zeuden; 2 etxek gela bat zuten, 5 etxek bi zituzten, 44 etxek hiru zituzten, 50 etxek lau zituzten eta 78 etxek bost zituzten. 155 etxek euren parking plaza propioa zuten azpian. 88 etxetan ibilgailu bat zegoen eta 74 etxetan bat baino gehiago zituzten. 2009an sexu eta adinaren araberako biztanleria-piramidea hau zen: 2007an lan egiteko adina zuten pertsonak 264 ziren, horien artean 186 aktiboak ziren eta 78 inaktiboak ziren. 186 pertsona aktiboetatik 179 lanean zeuden (96 gizon eta 83 emakume) eta 7 langabezian zeuden (4 gizon eta 3 emakume). 78 pertsona inaktiboetatik 27 erretiraturik zeuden, 29 ikasten zeuden eta 22 ""bestelako inaktibo"" gisa sailkaturik zeuden. 2009an Saint-Quentin-sur-Indrois udalerrian 192 unitate fiskal zeuden, 444,5 pertsonek osaturik. Pertsona bakoitzeko diru-sarrera fiskalaren mediana urteko 17.262 euro zen. 2007an zeuden 14 komertzioetatik, 1 janari enpresa zen, 3 eraikuntza enpresak ziren, 1 garraio enpresa zen, 1 ostalaritza eta jatetxe enpresa zen, 3 higiezinen enpresak ziren, 4 zerbitzu enpresak ziren eta 1 administrazio publikoko enpresa zen. 2009an zeuden norbanakoentzako 3 zerbitzu publikoetatik, 2 igeltseroak ziren eta 1 jatetxe. 2000. urtean Saint-Quentin-sur-Indrois udalerrian 25 nekazaritza-ustiategi zeuden, 1.806 hektarea erabiltzen. 2009an inguruko herriekin osatutako barreiatutako lehen-hezkuntzako eskola bat zegoen. Diagrama honek gertuen dauden herriak erakusten ditu.",Normal
"Naoki Mori (japonieraz: 森 直樹, 1972ko maiatzaren 5a - ) Japoniako futbolari ohia da. Hainbat futbol taldetan jokatu du, esaterako Nagoya Grampus Eight eta Vissel Kobe.",Normal
"Sibaris (antzinako grezieraz: Σύβαρις; italieraz: Sibari; latinez: Sybaris) greziar kolonia bat izan zen, Magna Graecian, Tarentoko golkoaren mendebaldeko ertzean zegoena. Hain hiri aberats eta luxu handikoa izan zen, ezen bere jentilizioak (sibaristar), euskarazko eta hainbat hizkuntzetako sibarita bilakatu baitzen, mokofinaren sinonimoa. Egungo Cassano all'Ionioko Sibari auzotik gertu zegoen.",Normal
"Ozegna Italiako udalerri bat da. Turingo Hiri Metropolitanoan kokatuta dago, Piemonte eskualdean. 1.170 biztanle ditu, 5,41 kilometro koadroko azaleran banatuta. Ozegnak honako udalerri hauekin egiten du muga: AglièCastellamonteCiconioSan Giorgio CanaveseBairoRivarolo Canavese",Normal
"Huasoko probintzia Txileko Atacama eskualdea banatzen den probintzietako bat da, hegoalderago dagoena izanik. 19.066 km²-ko azalera du eta 73.133 biztanle ditu. Probintziako hiriburua Vallenar hiria da.",Normal
Balionycteris maculata Balionycteris generoko animalia da. Chiropteraren barruko Pteropodidae familian sailkatuta dago.,Normal
Nemamyxine kreffti Nemamyxine generoko animalia da. Arrainen barruko Myxinidae familian sailkatzen da.,Normal
"Amolops jaunsari Amolops generoko animalia da. Anfibioen barruko Ranidae familian sailkatuta dago, Anura ordenan.",Normal
"Taenioides buchanani Taenioides generoko animalia da. Arrainen barruko Actinopterygii klasean sailkatzen da, Gobiidae familian.",Normal
"Physical Graffiti (euskaraz: «Graffiti fisiko») Led Zeppelin taldearen seigarren albuma izan zen. 1975ko otsailaren 24an plazaratu zen eta taldearen arrakasta handienetariko bat izan zen. Disko hori taldearen diskoetxe zigilu propioarekin atera zen lehendabizikoa izan zen, Swan Song Records. 1970 hamarkadan gehien saldu zen zazpigarren albuma izan zen; 15 milioi kopia saldu ziren. Led Zeppelinek Estatu Batuetako eta Britania Handiko zerrendetako lehen postuan jarri zuten. Handik gutxira haiek plazaratutako sei disko aldi berean 200 album onenen zerrendan egon ziren; inoiz ez gertatutakoa izan zen hau. Izenburua ""Physical Graffiti"" Jimmy Pagek asmatu zuen; horrekin gaien ekoizpenean jarritako energia guztia adierazi nahi zuen. Album bikoitza izan zen. Berrogei urte geroago, 2015eko otsailaren 23an diskoa berriro ere plazaratu zen. Albumaren diseinua Peter Corristonena izan zen. Azalan eraikin simetriko bat erabili zuen, New Yorkeko St. Mark's Placeren 97 zenbakia, East Villageren erdian. Jatorrizko argazkiak aldaketa asko ezagutu zituen. 1976an albuma Grammy Sarietara izendatua izan zen, diseinuaren atalean.",Normal
"Dora Mexiko Berriko herrixka bat da. Roosevelt konderrian kokatua dago. 2010ean 133 biztanle zituen, 7,19 kilometro koadrotan banatuta.",Normal
"Megachile obtusa erle espezie bat da, Megachile generoan eta Megachilidae familian.",Normal
"Austrochaperina septentrionalis Austrochaperina generoko animalia da. Anfibioen barruko Microhylidae familian sailkatuta dago, Anura ordenan.",Normal
"Gay-Lussacen legea Louis Joseph Gay-Lussac kimikari frantziarrak 1805ean formulaturiko legea da. Gas idealen legeetako bat da. Legeak dioenez, gas baten sartu-irtenik gabe gasaren bolumena konstante mantentzen bada gas honen presioa eta gasaren tenperatura zuzenki proportzionalak dira. Hau da: Ikurrak: Gay-Lussacek ontzi itxi batean gas bat sartu zuen. Ontziaren azpian pizgailua jarriz gasa berotu egin zen eta ontziaren hormen kontrako presioa handitu egin zela ikusi zuen. bero iturria itzaltzerakoan presioa jeisten hasi zen hasierako egoerara iritsi arte. Gasaren molekulak berotzerakoan azkarrago mugitzen dira eta beraz hormen aurka egiten dituzten talkak ugaritu egiten dira. Aldiz tenperatura jeistean molekulak moteldu egiten dira eta hormen aurkako talkak gutxitu.",Normal
"Ida Vitale ( Montevideo, 1923ko azaroaren 2a ) Uruguaiko poeta, itzultzailea, saiakeragilea, irakaslea eta literatur kritikaria da. ""45eko belaunaldia"" izeneko mugimendu artistikoaren kidea eta poesia ""esentzialistaren"" ordezkaria. Amerikako abangoardia historikoaren tradizioan inskribatua, bere poesiak hizkuntzaren alkimian arakatzen du, eta topaketa bat ezartzen du sustrai sinbolista duen zentzumen-pertzepzio gehiegizkoaren, mundu naturalari beti adi dagoenaren, eta kontzeptu-kristalizazioaren artean, bere profilik zehatzenean. Hainbat sari jaso ditu, besteak beste, Octavio Paz saria (2009), Alfonso Reyes saria (2014), Reina Sofía saria (2015), Federico García Lorca Nazioarteko poesia saria (2016), Max Jacob saria (2017) eta Miguel de Cervantes saria (2018). Uruguaiko italiar emigranteen laugarren belaunaldiko kidea da, familia kultu eta kosmopolita batean sortua. 95 urte zituela gogoratzen zuen, bere haurtzaroan lau egunkari heltzen zirela etxera, bere eguneroko kultur orriak, non normala zen olerkiak aurkitzea. Giza Zientziak ikasi zituen Uruguain eta irakasle jardun zuen. Marcha astekarian kolaboratu zuen; 1962 eta 1964 artean Uruguaiko Época egunkariaren literatura orria zuzendu zuen. Clinamen aldizkariko zuzendarikidea izan zen eta Maldoror aldizkariaren zuzendaria. Uruguaiko diktadura zibiko-militarrak bultzatuta (1973-1985), Mexikon erbesteratu zen 1974an eta, Octavio Paz ezagutu ondoren, Vuelta aldizkariaren aholku batzordean aurkeztu zuen Pazek. Uno Más Uno egunkariaren sorreran ere parte hartu zuen eta irakasten jarraitu zuen, mintegi bat emanez El Colegio de México-n . Saiakera eta kritika literarioa landuz zabaldu zuen bere lana: El País, Marcha, Época, Jaque, Clinamen, Asir, Maldoror, Crisis de Buenos Aires, Eco de Bogota, Vuelta eta Unomásuno aldizkarietan, Mexikon eta El pez y la serpiente-n Nicaraguan Kultura Ekonomikoaren Funtserako liburuak itzuli zituen; hitzaldiak eta irakurketak eman, epaimahaietan parte hartu eta egunkari askotan kolaboratu zuen. 1984an Uruguaira itzuli eta Jaque astekariaren kultur orria zuzendu zuen. ""Mexiko utzi genuen demokrazia itzultzen ari zenean eta gure betebeharra itzultzea zela uste genuenean"", esan zuen Vitale-k. Urte pare batez egon zen Uruguain eta gero berriro emigratu zuen, baina oraingoan Estatu Batuetara joan zen. 1989an Austinen (Texas) jarri zen bizitzen, bere bigarren senarra zen Enrique Fierro poetarekin batera, Montevideora noizbehinka bidaiatuz. Errepublikako Unibertsitateko Honoris Causa doktore izendatu zuten 2010ean. Texasen 30 urte egon zen 2016an alargundu eta Montevideora itzultzea erabaki zuen arte. 2018an Cervantes Saria jaso zuen, 2019ko apirilaren 23an jaso zuen Alcalako Unibertsitatean . 2019an memoriak argitaratu zituen . Mosaicos de mi vida en México  Montevideoko Herritar Ospetsu izendatu zuten 2019ko urriaren 13an 42. Nazioarteko Liburu Azokaren itxieran.  Vitale Latinoamerikako abangoardia historikoen tradizioaren barnean dago, bere poesiak hizkuntzaren alkimian sakontzen du eta erro sinbolikoarekin duen pertzepzio sentsorialaren arteko topaketa ezartzen du, beti ere mundu naturalarekin eta kontzeptuen kristalizazioarekin bere profil zehatzenean. Poetaren bilaketaren izaeraz zera adierazi du: ""Hitzak nomadak dira; poesia txarrak sedentario bihurtzen ditu ”  . Poesia esentzialistaren ordezkaria da. Bere lanaren ezaugarriak, olerki laburrak, hitzen zentzuaren bilaketa eta izaera metaliterarioa dira. '45eko Belaunaldiko kidea da, Uruguaiko Juan Carlos Onetti, Carlos Maggi edo Idea Vilariño idazleekin batera, Emir Rodríguez Monegal literatur kritikariaren definizioaren arabera. Irakurle gisa, lan historikoak nahiago ditu, baina Uruguaiko mende erdiko Delmira Agustini eta María Eugenia Vaz Ferreira poeten aurkikuntzak, baita Gabriela Mistral- ek ere, poesia lirikoa idaztera bultzatu zuten. Bere bi erreferentzia bikainak Jose Bergamín Montevideoko irakaslea eta Juan Ramón Jiménez izan ziren, pertsonalki ezagutu zituenak. Frantsesetik eta italieratik itzuli ditu, Simone de Beauvoir, Benjamin Péret, Gaston Bachelard, Jacques Lafaye, Jules Supervielle, Jean Lacouture Mario Praz eta Luigi Pirandello bezalako egileak.",Normal
