title;entity;Vikidia;Wikipedia
Прикладная программа;ORG;Прикладная программа - это разновидность программы, выполняющая определённую задачу. Например, текстовый процессор служит для набора и форматирования текста, проверки орфографии.  Прикладные программы создаются для пользователей. Конкретная прикладная программа предназначена для работы в определённой операционной системой.  Компьютерные игры  Специальные прикладные программы  Мультимедиа редакторы (программы для создания и редактирования аудио, видео и т.под.);Прикладное программное обеспечение — класс программ, предназначенный для решения практических задач и предназначенный на непосредственное взаимодействие с пользователями. В отличие от системного программного обеспечения, прикладные программы, как правило, не обращаются к ресурсам компьютера напрямую, взаимодействуя с оборудованием и другими программами, используя инфраструктурные и платформные средства — операционные системы, системы управления базами данных, связующее программное обеспечение. Прикладной программист, разработчик приложений — программист, создающий прикладное программное обеспечение, в отличие от системного программиста, от прикладного программиста требуются более глубокие представления о предметных областях, для которых предназначены разработки, и меньшее погружение в вычислительную технику. Существует множество классификаций прикладного программного обеспечения, как по сфере применения,
Священная Римская империя;O;развитие священной римской империи в время  Святой Римской Империи в 11 веке  государственное образование, существовавшее с 962 по 1806 годы и объединявшее многие территории Европы.;Свяще́нная Ри́мская импе́рия, Священноримская империя, с 1512 года — Свяще́нная Ри́мская импе́рия герма́нской на́ции (лат. Sacrum Imperium Romanum Nationis Germanicae или Sacrum Imperium Romanum Nationis Teutonicae, нем. Heiliges Römisches Reich Deutscher Nation) — надгосударственный союз немецких, итальянских, балканских, франкских и западнославянских государств и народов, существовавший на протяжении 844 лет: с 962 года, с момента провозглашения империи после коронации короля Германии Оттона I Великого Папой Римским Иоанном XII как первого императора возрождённой Римской империи, до 1806 года, после формальной ликвидации империи императором Наполеоном I Бонапартом и организации Рейнского союза по итогам триумфальной победы Первой Французской империи в Войне Третьей Антифранцузской коалиции.
Муми-тролль;O;Муми-тролль — главный персонаж книг финской писательницы Туве Янссон. Тролль с круглым носом, напоминающим бегемота.  Живёт в Муми-доле с папой и мамой. Будучи подростком, любит всевозможные приключения и путешествия.  Всеобщий любимец, отзывчивый и искренний, любит родителей и друзей. Как и любой ребёнок, ищет чего-то нового, необыкновенного и таинственного. Муми-троллю иногда кажется, что время замедляет ход, а мысли растут — но это растёт он сам. Вообще Муми-тролль смел, но иногда робок. Легко заводит новые знакомства и это беспокоит маму.  Товарищи Муми-тролля по играм, другие обитатели Муми-дола  Снифф  Снусмумрик  Малышка Мю  Хемули  Морра  Хатифнатты  Фрёкен Снорк  Снорк  Мюмлы  Книги Туве Янссон о Муми-тролле:  Маленькие тролли и большое наводнение  Муми-тролль и комета  Муми-папа и море  В конце ноября  Во всем мире снято множество фильмов о Муми-тролле, один из первых мультфильмов был снят в Японии в 1968 году.;Муми-тролль (швед. Mumintrollet, фин. Muumipeikko) — главный персонаж серии книг, написанных финской шведоязычной писательницей Туве Янссон. Внешность и качества Сказочное существо, похожее на маленького бегемота. В контексте сказки — подросток. Общий любимец, подкупающе искренний, отзывчивый, любит родителей и друзей. Он с удовольствием, как и любой другой ребёнок, пускается во всевозможные приключения, путешествия, всегда жаждет чего-то нового, невиданного, таинственного и необыкновенного. Иногда маленькому Муми-троллю кажется, что время замедляется, а мысли растут — но это растёт он сам. Вообще Муми-тролль смел, но иногда робок. Легко заводит новые знакомства, чем причиняет беспокойство своей муми-маме. Названия По-шведски — швед. Mumintrollet По-фински — фин. Muumipeikko
Сборная России по футболу;ORG;Сбо́рная Росси́и по футбо́лу существует с 1992 года.  Hациональная команда, представляющая Россию на соревнованиях по футболу.;Сбо́рная Росси́и по футбо́лу — команда, представляющая Россию на международных соревнованиях по футболу. Управляется Российским футбольным союзом — главным руководящим футбольным органом страны, который является членом ФИФА с 1912 года, УЕФА — с 1954 года. Сборная России признаётся ФИФА в качестве правопреемницы сборных Российской империи, РСФСР, СССР и СНГ. Однако по ряду причин достижения и статистику выступлений сборной России с 1992 года принято рассматривать отдельно от сборной СССР. Российская сборная — участница четырёх чемпионатов мира (1994, 2002, 2014, 2018), шести чемпионатов Европы (1996, 2004, 2008, 2012, 2016, 2020). Как хозяйка турнира, сборная участвовала также в Кубке конфедераций 2017 года. Наивысшими
Табла;O;Та́бла (англ. tabla) — индийский ударный музыкальный инструмент. Небольшой парный барабан, основной ударный инструмент индийской классической музыки североиндийской традиции хиндустани, используемый для сопровождения вокальной и инструментальной музыки и танца в стиле катхак. Распространен также в фольклоре и популярной музыке стран индийского субконтинента.;Та́бла́ — небольшой парный барабан, основной ударный инструмент в индийской классической музыке североиндийской традиции хиндустанцев (Северная Индия, Непал, Пакистан, Бангладеш). Используется для аккомпанемента солирующему ситару, сароду, саранги, певцу, для сопровождения танца в стиле катхак, иногда как сольный инструмент. Также распространен в фольклоре, популярной и религиозной музыке (бхаджан, каввали) стран индийского субконтинента. Играют на табла кистями рук. Этимология Название табла происходит из персидского и урду языков, и представляет собой уменьшительную форму арабского слова табл (طبل, tabl — барабан). В свою очередь табл связано с арамейским табла (tablā) и аккадским тапалу (tāpalu, tābalu), имеющими то же значение. История Точных сведений о происхождении
Африка;ORG;Расположение Африки на земном шаре  Африка — континент, который охватывает 6% поверхности Земли и 20 % поверхности суши.;А́фрика — второй по площади материк после Евразии, омывается Средиземным морем с севера, Красным — с северо-востока, Атлантическим океаном с запада и Индийским океаном с востока, и обоими океанами с юга, с разделением по 20 градусу восточной долготы. Африкой называется также часть света, состоящая из материка Африка и прилегающих островов. Площадь Африки без островов составляет 29,2 млн км², с островами — около 30,3 млн км², покрывая, таким образом, 6 % общей площади поверхности Земли и 20,4 % поверхности суши. По площади Африка на 32 % меньше Азии и Америки, являясь после них третьей по величине частью света. На территории Африки
Йемен;MISC;Йе́мен (официальное название — Йеменская Республика) — государство в Юго-западной Азии, расположенное на юге Аравийского полуострова. Население, по итогам переписи 2011 года, составляет более 25 миллионов человек, территория — 527 970 км². Занимает сорок девятое место по численности населения и сорок девятое — по площади территории.  Северо-восток Йемена покрыт раскалённой каменистой пустыней, где дождь не выпадает годами. В Йеменских горах, отделяющих эту пустыню от береговой равнины, каждую зиму проливаются обильные дожди. В долинах, на террасированных горных склонах земледельцы выращивают хлопок, фрукты и овощи. Другие йеменцы кормятся рыбным промыслом, многие также ремесленничают и торгуют своими изделиями на базарах.;Йе́мен (араб. اَلْيَمَن‎ [al.ja.man]), официальное название — Йе́менская Респу́блика (араб. ٱلْجُمْهُورِيَّةُ ٱلْيَمَنِيَّةُ‎ [al.d͡ʒum.huː.rij.ja‿al.ja.manij.ja]) — государство в Юго-Западной Азии, расположенное на юге Аравийского полуострова. Оно граничит с Саудовской Аравией на севере и с Оманом на востоке. Йемен населён преимущественно арабами, население на 2024 год составляло 34,9 миллиона человек, территория — 527 970 км². Йемен — второе по размерам арабское государство на Аравийском полуострове, уступающее только Саудовской Аравии. Столица — Сана. Йемен разделяется на 22 мухафазы. Йемен входит в Лигу арабских государств, Организацию Объединённых Наций, Движение неприсоединения и Организацию исламского сотрудничества. Южная Аравия — современный Йемен — была одним из древнейших очагов
Сеул;PER;Сеул  СтолицаЮжной Кореи, Сеул, является огромным мегаполисом, где современные небоскребы, высокотехнологичное метро и поп-культура соседствуют с буддийскими храмами, дворцами и уличными рынками.  Сеул был столицей Кореи в течение 600 лет, до того, как началась война и разделила страну в 1953 году.;Сеу́л (кор. 서울 [sʰʌ.ul], Соуль — букв.: «столица») — столица и крупнейший город Республики Корея. Образует единственный в стране город особого подчинения, разделённый на 25 самоуправляемых районов. Официальное название города — Город особого подчинения Сеул (кор. 서울특별시 Соуль-тхыкпёльси). Население — 9,4 млн человек (июнь 2023), или 18,3 % населения страны. Образует агломерацию Сеул-Инчхон с населением 26 млн человек (2023 г.), девятую по величине в мире. Расположен на северо-западе Республики Корея вблизи Жёлтого моря, на равнине в окружении гор, на берегах реки Ханган, в 24 км от границы с КНДР. Главный политический, экономический и культурный центр Республики Корея. Один из ведущих
Швеция;LOC;Швеция;Шве́ция (швед. [ˈsvæ̌rjɛ]), официальное название — Короле́вство Шве́ция (швед. [ˈkôːnɵŋaˌriːkɛt ˈsvæ̌rjɛ]) — государство в Северной Европе на Скандинавском полуострове. Территория составляет 447 435 км², население превышает 10,5 миллиона человек — по этим показателям Швеция является крупнейшим скандинавским государством. Среди государств Европы занимает 5-е место по территории. Столица — Стокгольм. Официальный язык — шведский. Унитарное государство, конституционная монархия. С 15 сентября 1973 года королём Швеции является Карл XVI Густав. Подразделяется на 21 лен. Расположена на Скандинавском полуострове. Омывается водами Балтийского моря. Имеет сухопутную границу с Норвегией и Финляндией. Швеция — многонациональное государство с широким этнокультурным, религиозным, расовым и национальным многообразием. Объём
Индия;MISC;Индия — страна, которая расположена в Южной Азии, большей частью на полуострове Индостан. Побережье Индии, длина которого составляет почти 7 тыс. км., омывается водами Индийского океана — Бенгальским заливом на юго-востоке и Аравийским морем на юго-западе. Площадь территории Индии составляет 3 млн 288 тыс. км², по этому показателю страна занимает седьмое место в мире.;И́ндия (хинди भारत, англ. India), официальное название — Респу́блика И́ндия (хинди भारत गणराज्य Bhārat Gaṇarājya, англ. Republic of India) — независимое государство в Южной Азии. Население на начало 2023 года составило 1,41 миллиарда человек, территория — 3 287 263 км², по обоим этим показателям является крупнейшей страной Южной Азии. Занимает первое место в мире по численности населения и седьмое по территории. Наравне с Египтом и Китаем является родиной одной из древнейших цивилизаций в истории человечества. В прошлом — одна из важнейших колониальных провинций Британской империи. Столица — Нью-Дели. В Конституции Индии определён 21 официальный язык, на которых говорит значительная часть
Париж;LOC;Герб Парижа  Монтаж фотографий различных памятников Парижа  Пари́ж (Paris) — город, столица Франции. Иногда его называют «городом Света».  Также Париж является столицей региона Иль-Де-Франс. Население города — около 2 миллионов человек.  Париж пересекает река Сена, посреди которой есть два острова — Сите и Сен-Луи. На острове Сите расположен исторический центр города.  На территории Парижа находятся два леса — Булонский (на западе) и Венсенский (на востоке).  Город разделён на 20 районов.  Нулевая точка всех дорог Франции находится в Париже, на паперти собора Нотр-Дам-де-Пари.  карта 20 районов Парижа  Метро Парижа иногда называют «столичным» (Métropolitain), оно насчитывает 16 линий и 303 станции.  Несколько трамвайных линий, проходящих вокруг столицы.  До прихода римлян в регионе «Parisii» жили 98 народов галлов.  В 52 году до нашей эры галлы проиграли римлянам битву при Лютеции.  В римские времена город называли Лютеция (Lutèce/Lutetia).  Во времена римской империи Лютеция была небольшим городом, в десять раз менее населённым, чем Лугдунум (Lugdunum/Lugudunum), который сегодня называется Лион.  В 508 Кловис объявил Париж столицей государства франков.  В 885—886 годах, город был осаждён норманнами (один из народов викингов), но сумел успешно им противостоять, блокировав доступ к реке.  В 1348 году город был подвержен эпидемии чумы, разразившейся в Европе в период 1347—1351 годов.  21 января 1793 года король Людовик XVI был казнён на гильотине на площади Людовика XV, переименованной в площадь Революции.  В 1795 году после падения парижской коммуны город был разделён на 12 секций с учреждением для каждой из них особого муниципалитета.  1 января 1860, закон позволяет в Париж аннексировать территории несколько соседних. В столице франции происходит, а также от двенадцати до двадцати районов.  Время франко-прусской 1870, Париж в осаде в течение нескольких месяцев. Парижане протест 18 марта 1871 года. Это начало парижская Коммуна, опыт самоуправления, на уровне общины, города. Она в конечном итоге « кровавая Неделя » с 21 по 28 мая 1871.  В 1900 году на второй выставке, в открытии первой линии метрополитена, Большой Дворец, Малый Дворец и мост Александра III.  Всемирная выставка 1900 года  В мае 1968 года, студенческих демонстраций против власти.;Пари́ж (фр. Paris МФА: ) — столица и крупнейший город Франции. Находится на севере государства, в центральной части Парижского бассейна, на реке Сена. Население — 2,165 млн человек (2019). Центр агломерации Большой Париж (6,6 млн), ядро исторического региона Иль-де-Франс (более 12 млн). Образует коммуну и департамент, разделённый на 20 округов. Относится к глобальным городам и мировым финансовым центрам. Здесь располагаются штаб-квартиры ЮНЕСКО и ряда других международных организаций. Исторический центр, образованный островом Сите и обоими берегами Сены, складывался на протяжении веков. Во второй половине XIX века претерпел коренную реконструкцию. В пригороде расположен дворцово-парковый ансамбль Версаль. Основан в III веке до н.
Сицилия;PER;Сици́лия (итал. и сиц. Sicilia [siˈtʃiːlja]) — административный регион Италии площадью 25.711 км² и населением 5.000.000 человек (2013). Столица региона является город Палермо.;Сици́лия (итал. и сиц. Sicilia [siˈtʃiːlja]) — область в Италии. Включает в себя одноимённый остров, а также прилегающие к нему Липарские, Эгадские, Пантеллерия, Устика и Пелагские острова. Благодаря распространению (помимо итальянского) также сицилийского языка, область имеет специальный статус. На протяжении большей части своей истории Сицилия имела важное стратегическое значение благодаря выгодному расположению на средиземноморских торговых путях. Остров также известен как часть «Великой Греции». Цицерон описывал Сиракузы как самый большой и самый красивый город Древней Греции. Население острова в I тыс. н. э. превышало 2 млн человек, что делало Сицилию самым густонаселённым регионом планеты. Физико-географическая характеристика Географическое положение Площадь — 25
Марокко;LOC;Марокко;Маро́кко (араб. المغرب‎ аль-Магриб, бербер. ⴰⵎⵓⵔ ⴰⴽⵓⵛ, фр. Maroc), официальное название — Короле́вство Маро́кко (араб. المملكة المغربية‎‎ аль-Мамля́кату ль-Магриби́я, бербер. ⵜⴰⴳⵍⴷⵉⵜ ⵏ ⵍⵎⵖⵔⵉⴱ Тагльдит н лмгриб, фр. Royaume Du Maroc) — государство на крайнем западе Северной Африки. Столица — Рабат. Омывается Средиземным морем на севере и Атлантическим океаном на западе, граничит с Алжиром на востоке и Мавританией на юге. В узкой морской полосе, разделяющей Марокко и Испанию, между двумя странами находятся спорные анклавы, а именно Сеута, Мелилья и ряд островов. Марокко — страна, которая вступила в Африканский союз в 1963 году, но с 1984 по 2017 год не являлась его
Лениниана;ORG;Лениниа́на — общепринятое название одной из областей тематического коллекционирования знаков почтовой оплаты и штемпелей, посвящённых жизни и деятельности В. И. Ленина (1870—1924) или связанных с ним.;Лениниа́на — в СССР название совокупности произведений искусства и литературы, посвящённых Владимиру Ильичу Ленину. Анатолий Луначарский указывал, что Лениниана запечатлела образ исторической фигуры мирового масштаба, в которой «сказалось персонально всё очарование этой изумительной эпохи». Памятники Ленину Памятники Ленину стали неотъемлемой частью советской традиции монументального искусства. На территории СССР их было установлено более 14 000. Бюсты Ленина появлялись ещё при его жизни. Один из первых бюстов был открыт 7 Ноября 1918 года в городе Коротояке Воронежской губернии. К концу 1919 года насчитывалось более 20 бюстов вождю на территории России. В начале 20-х годов, по мере становления советской власти в других республиках,
Фрукт;O;Фру́кт — съедобный плод. Он исходит из семян растений.  несколько примеров фруктов :;Фру́кт (лат. fructus — плод) — сочный съедобный плод растения. Фрукты являются важной составляющей пищи человека и многих животных. В древнерусском языке слова «фрукт» не существовало, оно появилось лишь в 1705 году, это заимствование через польск. fruct из лат. fructus, любые плоды назывались овощами или овоштами. «Фрукт» — не ботанический, а бытовой и хозяйственный термин. В хозяйстве съедобные растения и съедобные части растений делят на фрукты, овощи, орехи, зерновые культуры и т. д. В бытовом понимании ягода — тоже сочный плод. Фрукт отличается от ягоды в основном размером, в процессе еды его не берут двумя пальцами и не кладут в
2012;ORG;Это случилось в 2012 году :;2012 (две ты́сячи двена́дцатый) год по григорианскому календарю — високосный год, начинающийся в воскресенье. Это 2012 год нашей эры, 2 год 2-го десятилетия XXI века 3-го тысячелетия, 3 год 2010-х годов. Он закончился 12 лет назад. «Год российской истории» в России. «Год России» в Германии. «Год российского туризма» в Китае. «Год книги» в Белоруссии. По данным Всемирной метеорологической организации, 2012 год оказался одним из самых жарких более чем за полтора века наблюдений, начатых в 1850 году, год вошёл в десятку самых жарких, несмотря на аномальное охлаждение поверхности воды в восточной части Тихого океана, которое обычно заметно снижает годовые показатели. Он
Наполеон I;ORG;Статуя Наполеона Бонапа́рта в Шербуре  Рисунок, изображающий Наполеона Бонапарта в возрасте 16 лет.  Портрет Наполеона во время боя при Арколе.  Портрет Наполеона на императорском троне.  Портрет Наполеона при отступлении из России.  Первая французская Империя в 1812 году.;Наполео́н I Бонапа́рт (фр. Napoléon Bonaparte [napoleˈɔ̃ bɔnɑˈpaʁt], корс. Napulione Buonaparte, итал. Napoleone Buonaparte, 15 августа 1769, Аяччо, Корсика — 5 мая 1821, Лонгвуд, остров Святой Елены) — император французов (фр. Empereur des Français) в 1804—1814 и 1815 годах, полководец и государственный деятель, заложивший основы современного французского государства, один из наиболее выдающихся деятелей в истории Запада. Наполеоне Буонапарте (так на корсиканский манер он называл себя до 1796 года) свою профессиональную военную службу начал в 1785 году в чине младшего лейтенанта артиллерии. В период Великой французской революции достиг чина бригадного генерала после взятия Тулона 18 декабря 1793 года. При Директории стал
Серая шейка;LOC;Серая шейка - это анимационный фильм, нарисованный в 1948 году.  Персонаж рассказа писателя Мамина-Сибиряка, уточка.  Однажды она спасла зайца, на которого напала лиса. Зайка остался живым и невредимым, а уточке лиса перебила крыло, и ей пришлось остаться на пруду зимовать.  С каждым днем полынья становится все меньше и меньше. Да и лиса стала приходить к полынье в надежде, что сможет схватить уточку. Но Серая шейка дружит с глухарем и зайцем, и они помогают ей спастись от коварной Лисы.;«Се́рая ше́йка» — советский рисованный мультипликационный фильм, снятый в 1948 году на киностудии «Союзмультфильм» по мотивам одноимённого рассказа Дмитрия Мамина-Сибиряка 1891 года. Режиссёры Леонид Амальрик и Владимир Полковников, объединённые схожими творческими стремлениями, при работе над мультфильмом нашли собственный стиль. Сюжет Мультипликационный фильм «Серая шейка», созданный по мотивам одноимённого рассказа Дмитрия Мамина-Сибиряка, рассказывает маленьким зрителям о том, как важна в жизни дружба. Однажды уточка по имени Серая шейка спасла зайца, на которого напала лиса. Зайка остался живым и невредимым, а уточке лиса перебила крыло и она не смогла улететь на юг с остальными птицами. Осталась Серая шейка зимовать в полынье, которая,
Лихтенштейн;O;Умеренно континентальный, альпийский. Средняя температура января — около 0 °C, июля — 19 °C.;Лихтенште́йн (нем. Liechtenstein [ˈlɪçtn̩ʃtaɪn]), официально — Кня́жество Лихтенште́йн (нем. Fürstentum Liechtenstein [ˈfʏʁstn̩ˌtuːm ˈlɪçtn̩ʃtaɪn]) — карликовое государство в Западной Европе. Площадь — 160 км² (161-е место в мире). Население — чуть более 38 тысяч человек (2023, оценка, 194-е место в мире). Название княжества происходит от правящей династии Лихтенштейнов (фон унд цу Лихтенштейн). Лихтенштейн в настоящее время — одно из трёх государств мира, имеющих название, данное в честь правящей династии, наряду с Иорданским Хашимитским Королевством (у власти находится династия Хашимитов) и Королевством Саудовская Аравия (династия Саудитов). Лихтенштейн — одно из трёх сохранившихся суверенных государств в мире со статусом княжества и одно из
Владимир Ильич Ленин;LOC;"Влади́мир Ильи́ч Улья́нов (псевдоним Ле́нин; 22 апреля 1870, Симбирск — 21 января 1924, усадьба Горки, Московская губерния) — российский и советский политический и государственный деятель, революционер, создатель Российской социал-демократической рабочей партии (большевиков), один из организаторов и руководителей Октябрьской революции 1917 года в России, председатель Совета Народных Комиссаров (правительства) РСФСР, создатель первого в мировой истории социалистического государства.";Влади́мир Ильи́ч Ле́нин (фамилия при рождении — Улья́нов, также известен под двойной фамилией Улья́нов-Ле́нин, 10 (22) апреля 1870, Симбирск, Российская империя — 21 января 1924, Большие Горки, Сухановская волость, Подольский уезд, Московская губерния, РСФСР, СССР) — российский революционер, крупный теоретик марксизма, советский политический и государственный деятель, создатель Российской социал-демократической рабочей партии (большевиков), главный организатор и руководитель Октябрьской революции 1917 года в России, первый Председатель Совета народных комиссаров РСФСР и Совета народных комиссаров СССР, создатель первого в мировой истории социалистического государства. Марксист, публицист, юрист, идеолог и создатель Третьего (Коммунистического) интернационала, основатель Союза Советских Социалистических Республик. Сфера основных политико-публицистических работ — материалистическая
Школа;O;Школа - место, где человек получает общее среднее образование.;Шко́ла (от др.-греч. σχολή, σχολά — досуг, учебное занятие, школа) — учебное заведение для получения общего образования. В широком смысле слово может применяться к названию любого образовательного учреждения (музыкальная школа, художественная школа, спортивная школа — ДЮСШ, школа боевых искусств и т. д.). Происхождение термина Первоначально греческое σχολή означало «досуг, свободное времяпровождение», затем стало применяться как «занятия на досуге» (напр. Платоном, он собирал людей в свободное время и передавал им свои опыт и знания), затем — «учебные занятия», «беседа философов» (напр. у Плутарха). В русский язык слово пришло не напрямую, а через польск. szkoła от лат. schola. Типы Школы служат для
Свободное ПО;ORG;Свободное ПО отличается тем, что каждый может его свободно использовать, передавать и изменять. Как правило, свободное ПО бесплатно.  Коммерческое ПО отличается противоположными свойствами.  Понятие свободного ПО существовало со времен первых компьютеров, но не имело определения. Определение это принадлежит FSF (Free Software Foundation или Фонд свободного ПО). Первой свободной программой стала операционная система GNU, позже ставшая системой Linux.  Согласно определению FSF свободное ПО обладает четырьмя видами свободы:  свобода запускать программу  свобода изучить как программа работает, то есть доступ к исходному коду  свобода отдать (или даже продать если сильно захочется) копию программы кому угодно  свобода изменить программу (если она тебе не нравится) и передать другому новую версию (при условии доступности исходного кода)  Преимущество свободной лицензии в том, что если пользователь не может сам купить программу, он может попросить друзей и каждый заплатит какую-то часть, а потом они могут сделать столько копий, сколько нужно. Это совершенно законно!  Примеры свободного ПО:;Свободное программное обеспе́чение (СПО, англ. free software, также software libre или libre software), свободный софт или свободные программы — программное обеспечение, пользователи которого имеют права («свободы») на его неограниченную установку, запуск, свободное использование, изучение, распространение и изменение (совершенствование), а также распространение копий и результатов изменения. Если на программное обеспечение есть исключительные права, то свободы объявляются при помощи свободных лицензий. Как и бесплатное (freeware) и бесплатно распространяемое программное обеспечение, СПО можно использовать и обычно получить бесплатно (но конкретный распространитель может взимать плату за получение у него копий, за каналы доставки, носители — компакт-диски или дополнительные сервисные услуги). Однако freeware обычно распространяется
